client_id;montant_moyen;derniere_transaction;nb_transactions_mois;derniere_transaction_jour;cluster_name;cluster
5154827;16090;2025-08-14;5;19;Faible montant / moyen activité / récent;3
5154939;120000;2025-08-05;2;28;Élevé montant / faible activité / intermédiaire;16
5154941;1000;2025-07-10;1;54;À réactiver (petit montant, anciens);15
5154951;37625;2025-08-05;2;28;Moyen montant / faible activité / intermédiaire;6
5154956;11887;2025-08-04;13;29;Petits mais actifs (faible montant, très actifs);12
5154958;12906;2025-08-16;50;17;Petits mais actifs (faible montant, très actifs);12
5155002;85000;2025-07-06;1;58;Premium dormants (haut montant, peu actifs, anciens);13
5155009;50750;2025-08-07;2;26;Moyen montant / faible activité / intermédiaire;6
5155014;25333;2025-08-05;3;28;Moyen montant / faible activité / intermédiaire;6
5155016;11667;2025-08-06;3;27;Faible montant / faible activité / intermédiaire;0
5155034;14181;2025-08-08;23;25;Petits mais actifs (faible montant, très actifs);12
5155050;4500;2025-08-18;4;15;Faible montant / moyen activité / récent;3
5155051;60000;2025-08-05;2;28;Moyen montant / faible activité / intermédiaire;6
5155092;25391;2025-08-14;8;19;Moyen montant / moyen activité / récent;10
5155103;202000;2025-08-16;1;17;Élevé montant / faible activité / récent;17
5155115;5790;2025-08-14;42;19;Petits mais actifs (faible montant, très actifs);12
5155134;200000;2025-08-11;1;22;Élevé montant / faible activité / récent;17
5155156;44000;2025-08-05;3;28;Moyen montant / faible activité / intermédiaire;6
5155184;50000;2025-07-03;1;61;Moyen montant / faible activité / ancien;5
5155188;14973;2025-07-20;17;44;Petits mais actifs (faible montant, très actifs);12
5155280;14979;2025-08-17;19;16;Petits mais actifs (faible montant, très actifs);12
5155289;2500;2025-07-30;1;34;À réactiver (petit montant, anciens);15
5155330;79000;2025-08-05;2;28;Élevé montant / faible activité / intermédiaire;16
5155337;59107;2025-08-18;7;15;Moyen montant / moyen activité / récent;10
5155357;13000;2025-08-12;2;21;Faible montant / faible activité / récent;1
5155377;8180;2025-07-03;10;61;Petits mais actifs (faible montant, très actifs);12
5155385;55690;2025-08-05;3;28;Moyen montant / faible activité / intermédiaire;6
5155419;27640;2025-08-11;5;22;Moyen montant / moyen activité / récent;10
5155440;94747;2025-08-18;19;15;VIP (montant élevé, très actifs, récents);14
5155449;46671;2025-08-06;7;27;Moyen montant / moyen activité / intermédiaire;9
5155503;19833;2025-07-18;6;46;À réactiver (petit montant, anciens);15
5155566;83833;2025-08-11;9;22;Élevé montant / moyen activité / récent;20
5155605;53864;2025-07-26;9;38;Moyen montant / moyen activité / ancien;8
5155623;33333;2025-08-05;3;28;Moyen montant / faible activité / intermédiaire;6
5155626;16015;2025-07-02;12;62;Petits mais actifs (faible montant, très actifs);12
5155685;11778;2025-08-14;9;19;Faible montant / moyen activité / récent;3
5155726;47625;2025-07-30;8;34;Moyen montant / moyen activité / ancien;8
5155728;14878;2025-08-15;28;18;Petits mais actifs (faible montant, très actifs);12
5155765;4054;2025-08-11;2;22;Faible montant / faible activité / récent;1
5155773;23376;2025-07-23;13;41;Petits mais actifs (faible montant, très actifs);12
5155815;105000;2025-08-01;2;32;Élevé montant / faible activité / intermédiaire;16
5155836;24250;2025-08-09;2;24;Moyen montant / faible activité / intermédiaire;6
5155840;30140;2025-08-15;10;18;Fidèles réguliers (activité élevée, montant moyen);4
5155854;105187;2025-08-16;10;17;VIP (montant élevé, très actifs, récents);14
5155938;60000;2025-06-17;1;77;Moyen montant / faible activité / ancien;5
5155989;41500;2025-07-30;3;34;Moyen montant / faible activité / ancien;5
5155996;25000;2025-07-01;1;63;Moyen montant / faible activité / ancien;5
5155998;32204;2025-08-10;27;23;Fidèles réguliers (activité élevée, montant moyen);4
5156019;20350;2025-08-11;2;22;Faible montant / faible activité / récent;1
5156042;61275;2025-07-25;6;39;Moyen montant / moyen activité / ancien;8
5156049;102500;2025-07-29;2;35;Premium dormants (haut montant, peu actifs, anciens);13
5156061;40833;2025-08-16;6;17;Moyen montant / moyen activité / récent;10
5156063;21000;2025-08-15;4;18;Faible montant / moyen activité / récent;3
5156073;11390;2025-08-01;21;32;Petits mais actifs (faible montant, très actifs);12
5156092;55193;2025-08-17;32;16;Fidèles réguliers (activité élevée, montant moyen);4
5156127;9785;2025-08-13;4;20;Faible montant / moyen activité / récent;3
5156173;45000;2025-06-27;2;67;Moyen montant / faible activité / ancien;5
5156198;13000;2025-07-30;1;34;À réactiver (petit montant, anciens);15
5156205;3328;2025-08-17;11;16;Petits mais actifs (faible montant, très actifs);12
5156239;181000;2025-08-07;1;26;Élevé montant / faible activité / intermédiaire;16
5156274;24914;2025-08-17;25;16;Fidèles réguliers (activité élevée, montant moyen);4
5156320;102500;2025-08-05;2;28;Élevé montant / faible activité / intermédiaire;16
5156479;84500;2025-08-06;2;27;Élevé montant / faible activité / intermédiaire;16
5156499;25000;2025-08-15;12;18;Fidèles réguliers (activité élevée, montant moyen);4
5156510;23017;2025-08-06;5;27;Faible montant / moyen activité / intermédiaire;2
5156527;73000;2025-07-30;2;34;Premium dormants (haut montant, peu actifs, anciens);13
5156604;9500;2025-08-14;2;19;Faible montant / faible activité / récent;1
5156624;85071;2025-08-17;7;16;Élevé montant / moyen activité / récent;20
5156674;105000;2025-08-05;2;28;Élevé montant / faible activité / intermédiaire;16
5156703;27500;2025-08-13;2;20;Moyen montant / faible activité / récent;7
5156819;6917;2025-08-11;5;22;Faible montant / moyen activité / récent;3
5156823;24897;2025-08-14;16;19;Fidèles réguliers (activité élevée, montant moyen);4
5156824;10217;2025-06-24;7;70;À réactiver (petit montant, anciens);15
5156830;36750;2025-08-11;4;22;Moyen montant / moyen activité / récent;10
5156850;15100;2025-08-11;7;22;Faible montant / moyen activité / récent;3
5156907;11747;2025-08-12;9;21;Faible montant / moyen activité / récent;3
5156929;76333;2025-08-05;6;28;Élevé montant / moyen activité / intermédiaire;19
5156968;1300;2025-07-27;2;37;À réactiver (petit montant, anciens);15
5156989;6925;2025-08-11;2;22;Faible montant / faible activité / récent;1
5157012;12000;2025-08-12;1;21;Faible montant / faible activité / récent;1
5157047;8613;2025-07-29;16;35;Petits mais actifs (faible montant, très actifs);12
5157060;7120;2025-08-18;124;15;Petits mais actifs (faible montant, très actifs);12
5157104;9427;2025-07-20;12;44;Petits mais actifs (faible montant, très actifs);12
5157114;30000;2025-07-15;1;49;Moyen montant / faible activité / ancien;5
5157158;22062;2025-08-18;32;15;Petits mais actifs (faible montant, très actifs);12
5157182;6647;2025-08-17;91;16;Petits mais actifs (faible montant, très actifs);12
5157201;103000;2025-07-31;2;33;Élevé montant / faible activité / intermédiaire;16
5157246;5000;2025-08-12;1;21;Faible montant / faible activité / récent;1
5157285;100000;2025-08-11;2;22;Élevé montant / faible activité / récent;17
5157292;4250;2025-08-17;8;16;Faible montant / moyen activité / récent;3
5157305;25175;2025-08-12;4;21;Moyen montant / moyen activité / récent;10
5157327;1375;2025-08-01;4;32;Faible montant / moyen activité / intermédiaire;2
5157333;13955;2025-08-17;6;16;Faible montant / moyen activité / récent;3
5157346;73727;2025-08-07;6;26;Élevé montant / moyen activité / intermédiaire;19
5157361;13845;2025-08-13;25;20;Petits mais actifs (faible montant, très actifs);12
5157365;11308;2025-07-30;2;34;À réactiver (petit montant, anciens);15
5157370;91333;2025-07-29;3;35;Premium dormants (haut montant, peu actifs, anciens);13
5157408;54276;2025-07-18;4;46;Moyen montant / moyen activité / ancien;8
5157500;23333;2025-08-11;6;22;Faible montant / moyen activité / récent;3
5157512;23333;2025-07-09;3;55;À réactiver (petit montant, anciens);15
5157549;100000;2025-07-11;1;53;Premium dormants (haut montant, peu actifs, anciens);13
5157590;3863;2025-08-15;8;18;Faible montant / moyen activité / récent;3
5157593;14981;2025-08-14;5;19;Faible montant / moyen activité / récent;3
5157595;20926;2025-08-16;14;17;Petits mais actifs (faible montant, très actifs);12
5157596;8500;2025-08-11;2;22;Faible montant / faible activité / récent;1
5157613;76028;2025-08-07;3;26;Élevé montant / faible activité / intermédiaire;16
5157626;136350;2025-06-19;1;75;Premium dormants (haut montant, peu actifs, anciens);13
5157639;68557;2025-08-01;2;32;Élevé montant / faible activité / intermédiaire;16
5157688;50660;2025-08-05;10;28;Fidèles réguliers (activité élevée, montant moyen);4
5157691;22857;2025-08-05;7;28;Faible montant / moyen activité / intermédiaire;2
5157700;31400;2025-08-05;5;28;Moyen montant / moyen activité / intermédiaire;9
5157712;16515;2025-08-13;4;20;Faible montant / moyen activité / récent;3
5157778;10255;2025-07-01;4;63;À réactiver (petit montant, anciens);15
5157802;25020;2025-08-04;5;29;Moyen montant / moyen activité / intermédiaire;9
5157837;9814;2025-08-15;9;18;Faible montant / moyen activité / récent;3
5157845;41652;2025-08-18;41;15;Fidèles réguliers (activité élevée, montant moyen);4
5157864;15000;2025-07-07;2;57;À réactiver (petit montant, anciens);15
5157882;8750;2025-08-04;4;29;Faible montant / moyen activité / intermédiaire;2
5157905;26892;2025-07-31;4;33;Moyen montant / moyen activité / intermédiaire;9
5157907;106667;2025-08-07;3;26;Élevé montant / faible activité / intermédiaire;16
5157917;85430;2025-07-31;2;33;Élevé montant / faible activité / intermédiaire;16
5157938;33000;2025-08-06;1;27;Moyen montant / faible activité / intermédiaire;6
5157950;24062;2025-07-28;8;36;Moyen montant / moyen activité / ancien;8
5157951;29808;2025-08-17;13;16;Fidèles réguliers (activité élevée, montant moyen);4
5157990;48764;2025-07-28;7;36;Moyen montant / moyen activité / ancien;8
5157994;2667;2025-08-18;6;15;Faible montant / moyen activité / récent;3
5158011;12250;2025-08-08;2;25;Faible montant / faible activité / intermédiaire;0
5158018;31719;2025-08-17;14;16;Fidèles réguliers (activité élevée, montant moyen);4
5158024;10000;2025-08-01;1;32;Faible montant / faible activité / intermédiaire;0
5158056;110000;2025-08-05;2;28;Élevé montant / faible activité / intermédiaire;16
5158060;4100;2025-08-11;6;22;Faible montant / moyen activité / récent;3
5158065;10000;2025-08-02;1;31;Faible montant / faible activité / intermédiaire;0
5158210;105000;2025-07-24;2;40;Premium dormants (haut montant, peu actifs, anciens);13
5158286;20104;2025-07-23;9;41;À réactiver (petit montant, anciens);15
5158339;45000;2025-07-11;2;53;Moyen montant / faible activité / ancien;5
5158357;17730;2025-08-09;23;24;Petits mais actifs (faible montant, très actifs);12
5158364;9180;2025-08-12;20;21;Petits mais actifs (faible montant, très actifs);12
5158390;27333;2025-07-29;3;35;Moyen montant / faible activité / ancien;5
5158411;21552;2025-07-23;18;41;Petits mais actifs (faible montant, très actifs);12
5158422;11500;2025-08-12;3;21;Faible montant / faible activité / récent;1
5158428;48611;2025-08-16;9;17;Moyen montant / moyen activité / récent;10
