client_id;montant_moyen;derniere_transaction;nb_transactions_mois;derniere_transaction_jour;cluster_name;cluster
1248084;20000;2025-08-18;7;15;Faible montant / moyen activité / récent;3
1248106;13454;2025-07-30;10;34;Petits mais actifs (faible montant, très actifs);12
1248184;25836;2025-07-03;5;61;Moyen montant / moyen activité / ancien;8
1248229;1000;2025-06-17;1;77;À réactiver (petit montant, anciens);15
1248247;22473;2025-07-09;1;55;À réactiver (petit montant, anciens);15
1248250;21500;2025-08-11;2;22;Faible montant / faible activité / récent;1
1248290;96665;2025-07-24;5;40;Élevé montant / moyen activité / ancien;18
1248292;27500;2025-08-12;1;21;Moyen montant / faible activité / récent;7
1248316;8500;2025-08-13;2;20;Faible montant / faible activité / récent;1
1248403;23024;2025-08-10;18;23;Petits mais actifs (faible montant, très actifs);12
1248437;80461;2025-08-13;35;20;VIP (montant élevé, très actifs, récents);14
1248450;63660;2025-07-01;1;63;Premium dormants (haut montant, peu actifs, anciens);13
1248537;1500;2025-08-17;2;16;Faible montant / faible activité / récent;1
1248549;114925;2025-08-04;2;29;Élevé montant / faible activité / intermédiaire;16
1248774;37189;2025-07-07;7;57;Moyen montant / moyen activité / ancien;8
1248793;77785;2025-08-08;12;25;VIP (montant élevé, très actifs, récents);14
1249093;200000;2025-08-08;3;25;Élevé montant / faible activité / intermédiaire;16
1249219;13525;2025-08-12;46;21;Petits mais actifs (faible montant, très actifs);12
1249333;21249;2025-08-07;12;26;Petits mais actifs (faible montant, très actifs);12
1249495;100413;2025-08-17;19;16;VIP (montant élevé, très actifs, récents);14
1249501;17153;2025-08-18;100;15;Petits mais actifs (faible montant, très actifs);12
1249526;27000;2025-08-06;2;27;Moyen montant / faible activité / intermédiaire;6
1249553;76447;2025-08-16;17;17;VIP (montant élevé, très actifs, récents);14
1249560;52191;2025-08-04;13;29;Fidèles réguliers (activité élevée, montant moyen);4
1249630;101000;2025-06-29;1;65;Premium dormants (haut montant, peu actifs, anciens);13
1249698;33857;2025-08-10;7;23;Moyen montant / moyen activité / intermédiaire;9
1249705;40281;2025-08-13;29;20;Fidèles réguliers (activité élevée, montant moyen);4
1249707;1600;2025-06-30;1;64;À réactiver (petit montant, anciens);15
1249741;50341;2025-06-27;7;67;Moyen montant / moyen activité / ancien;8
1249823;500;2025-08-12;3;21;Faible montant / faible activité / récent;1
1249851;80067;2025-08-06;3;27;Élevé montant / faible activité / intermédiaire;16
1249869;112500;2025-08-06;4;27;Élevé montant / moyen activité / intermédiaire;19
1249875;81500;2025-07-28;6;36;Élevé montant / moyen activité / ancien;18
1249969;10100;2025-08-18;2;15;Faible montant / faible activité / récent;1
1250094;72252;2025-08-12;2;21;Élevé montant / faible activité / récent;17
1250111;26400;2025-08-11;4;22;Moyen montant / moyen activité / récent;10
1250175;15000;2025-08-10;1;23;Faible montant / faible activité / intermédiaire;0
1250228;41013;2025-08-11;10;22;Fidèles réguliers (activité élevée, montant moyen);4
1250283;38250;2025-08-04;2;29;Moyen montant / faible activité / intermédiaire;6
1250292;6399;2025-08-17;51;16;Petits mais actifs (faible montant, très actifs);12
1250305;62466;2025-08-05;2;28;Élevé montant / faible activité / intermédiaire;16
1250399;55000;2025-08-16;2;17;Moyen montant / faible activité / récent;7
1250454;143933;2025-07-30;3;34;Premium dormants (haut montant, peu actifs, anciens);13
1250473;20500;2025-07-28;1;36;À réactiver (petit montant, anciens);15
1250575;94267;2025-06-24;3;70;Premium dormants (haut montant, peu actifs, anciens);13
1250594;66250;2025-08-12;2;21;Élevé montant / faible activité / récent;17
1250645;179657;2025-08-01;3;32;Élevé montant / faible activité / intermédiaire;16
1250974;26040;2025-08-10;5;23;Moyen montant / moyen activité / intermédiaire;9
1251054;29500;2025-07-26;3;38;Moyen montant / faible activité / ancien;5
1251077;1333;2025-08-06;3;27;Faible montant / faible activité / intermédiaire;0
1251079;75632;2025-08-14;10;19;VIP (montant élevé, très actifs, récents);14
1251121;10222;2025-08-11;5;22;Faible montant / moyen activité / récent;3
1251123;52950;2025-07-30;4;34;Moyen montant / moyen activité / ancien;8
1251129;99704;2025-07-20;7;44;Élevé montant / moyen activité / ancien;18
1251289;70000;2025-07-11;1;53;Premium dormants (haut montant, peu actifs, anciens);13
1251317;29397;2025-08-11;6;22;Moyen montant / moyen activité / récent;10
1251369;24929;2025-07-24;7;40;Moyen montant / moyen activité / ancien;8
1251405;5000;2025-08-01;5;32;Faible montant / moyen activité / intermédiaire;2
1251406;58500;2025-07-31;5;33;Moyen montant / moyen activité / intermédiaire;9
1251474;49057;2025-08-06;7;27;Moyen montant / moyen activité / intermédiaire;9
1251661;77773;2025-08-16;30;17;VIP (montant élevé, très actifs, récents);14
1251670;20272;2025-08-10;9;23;Faible montant / moyen activité / intermédiaire;2
1251677;145050;2025-08-02;4;31;Élevé montant / moyen activité / intermédiaire;19
1251780;46234;2025-08-04;8;29;Moyen montant / moyen activité / intermédiaire;9
1251914;75122;2025-06-23;4;71;Élevé montant / moyen activité / ancien;18
1251986;84185;2025-07-10;2;54;Premium dormants (haut montant, peu actifs, anciens);13
1252117;61806;2025-07-23;9;41;Moyen montant / moyen activité / ancien;8
1252349;9950;2025-06-20;2;74;À réactiver (petit montant, anciens);15
1252622;17000;2025-07-04;1;60;À réactiver (petit montant, anciens);15
1252946;22000;2025-08-07;1;26;Faible montant / faible activité / intermédiaire;0
1252951;17133;2025-08-11;3;22;Faible montant / faible activité / récent;1
1253046;97800;2025-07-30;5;34;Élevé montant / moyen activité / ancien;18
1253233;77500;2025-07-28;8;36;Élevé montant / moyen activité / ancien;18
1253289;9848;2025-06-20;2;74;À réactiver (petit montant, anciens);15
1253473;6161;2025-07-27;4;37;À réactiver (petit montant, anciens);15
1253523;72900;2025-08-07;2;26;Élevé montant / faible activité / intermédiaire;16
1253754;33980;2025-07-31;5;33;Moyen montant / moyen activité / intermédiaire;9
1253855;63996;2025-07-30;9;34;Élevé montant / moyen activité / ancien;18
1253969;107500;2025-08-09;2;24;Élevé montant / faible activité / intermédiaire;16
1253971;128678;2025-07-30;5;34;Élevé montant / moyen activité / ancien;18
1253974;7609;2025-08-18;38;15;Petits mais actifs (faible montant, très actifs);12
1254088;1000;2025-06-19;2;75;À réactiver (petit montant, anciens);15
1254118;27670;2025-08-08;5;25;Moyen montant / moyen activité / intermédiaire;9
1254147;41667;2025-08-03;3;30;Moyen montant / faible activité / intermédiaire;6
1254265;53312;2025-07-29;8;35;Moyen montant / moyen activité / ancien;8
1254413;8750;2025-08-11;2;22;Faible montant / faible activité / récent;1
1254442;30500;2025-08-07;2;26;Moyen montant / faible activité / intermédiaire;6
1254578;12812;2025-08-16;31;17;Petits mais actifs (faible montant, très actifs);12
1254657;53900;2025-07-28;1;36;Moyen montant / faible activité / ancien;5
1254867;555;2025-06-24;2;70;À réactiver (petit montant, anciens);15
1254895;3533;2025-07-19;3;45;À réactiver (petit montant, anciens);15
1254938;28300;2025-08-15;15;18;Fidèles réguliers (activité élevée, montant moyen);4
1255123;10305;2025-07-28;22;36;Petits mais actifs (faible montant, très actifs);12
1255197;57449;2025-08-06;5;27;Moyen montant / moyen activité / intermédiaire;9
1255211;30300;2025-06-18;1;76;Moyen montant / faible activité / ancien;5
1255291;13041;2025-08-15;17;18;Petits mais actifs (faible montant, très actifs);12
1255293;35515;2025-08-07;4;26;Moyen montant / moyen activité / intermédiaire;9
1255434;26817;2025-08-09;6;24;Moyen montant / moyen activité / intermédiaire;9
1255665;31514;2025-08-14;14;19;Fidèles réguliers (activité élevée, montant moyen);4
1255700;22932;2025-08-16;32;17;Petits mais actifs (faible montant, très actifs);12
1255740;17100;2025-08-18;5;15;Faible montant / moyen activité / récent;3
1255892;13958;2025-08-08;8;25;Faible montant / moyen activité / intermédiaire;2
1256068;58679;2025-08-18;8;15;Moyen montant / moyen activité / récent;10
1256197;43778;2025-08-18;46;15;Fidèles réguliers (activité élevée, montant moyen);4
1256288;3525;2025-07-19;2;45;À réactiver (petit montant, anciens);15
1256359;106333;2025-08-05;3;28;Élevé montant / faible activité / intermédiaire;16
1256389;120500;2025-08-13;3;20;Élevé montant / faible activité / récent;17
1256405;68005;2025-08-05;2;28;Élevé montant / faible activité / intermédiaire;16
1256470;9250;2025-07-18;2;46;À réactiver (petit montant, anciens);15
1256542;17127;2025-08-08;23;25;Petits mais actifs (faible montant, très actifs);12
1256546;42000;2025-08-06;2;27;Moyen montant / faible activité / intermédiaire;6
1256563;77000;2025-07-31;5;33;Élevé montant / moyen activité / intermédiaire;19
1256724;8367;2025-07-23;3;41;À réactiver (petit montant, anciens);15
1256736;184500;2025-07-18;3;46;Premium dormants (haut montant, peu actifs, anciens);13
1256737;1212;2025-07-24;3;40;À réactiver (petit montant, anciens);15
1256796;19271;2025-07-26;18;38;Petits mais actifs (faible montant, très actifs);12
1257080;50000;2025-07-01;1;63;Moyen montant / faible activité / ancien;5
1257150;18431;2025-08-15;21;18;Petits mais actifs (faible montant, très actifs);12
1257334;62865;2025-08-17;4;16;Élevé montant / moyen activité / récent;20
1257432;15588;2025-08-18;29;15;Petits mais actifs (faible montant, très actifs);12
1257454;108781;2025-08-18;42;15;VIP (montant élevé, très actifs, récents);14
1257464;24137;2025-08-10;21;23;Fidèles réguliers (activité élevée, montant moyen);4
1257621;125417;2025-08-15;3;18;Élevé montant / faible activité / récent;17
1257704;8166;2025-08-13;53;20;Petits mais actifs (faible montant, très actifs);12
1257728;32100;2025-08-18;10;15;Fidèles réguliers (activité élevée, montant moyen);4
1257891;49951;2025-08-05;5;28;Moyen montant / moyen activité / intermédiaire;9
1257936;2700;2025-08-08;1;25;Faible montant / faible activité / intermédiaire;0
1257990;15000;2025-08-17;2;16;Faible montant / faible activité / récent;1
1258266;36500;2025-08-15;4;18;Moyen montant / moyen activité / récent;10
1258540;57805;2025-07-28;4;36;Moyen montant / moyen activité / ancien;8
1258660;17069;2025-07-13;17;51;Petits mais actifs (faible montant, très actifs);12
1258743;82173;2025-08-12;21;21;VIP (montant élevé, très actifs, récents);14
1259004;100000;2025-07-05;2;59;Premium dormants (haut montant, peu actifs, anciens);13
1259012;7550;2025-07-26;2;38;À réactiver (petit montant, anciens);15
1259110;170038;2025-08-14;13;19;VIP (montant élevé, très actifs, récents);14
1259173;1885;2025-08-13;24;20;Petits mais actifs (faible montant, très actifs);12
1259333;35400;2025-08-05;5;28;Moyen montant / moyen activité / intermédiaire;9
1259466;12120;2025-06-30;2;64;À réactiver (petit montant, anciens);15
1259527;11015;2025-08-07;10;26;Petits mais actifs (faible montant, très actifs);12
1259810;17900;2025-08-11;2;22;Faible montant / faible activité / récent;1
1259835;20000;2025-08-08;1;25;Faible montant / faible activité / intermédiaire;0
1259867;28714;2025-08-18;20;15;Fidèles réguliers (activité élevée, montant moyen);4
1259902;7343;2025-08-05;9;28;Faible montant / moyen activité / intermédiaire;2
1259982;64500;2025-07-31;2;33;Élevé montant / faible activité / intermédiaire;16
1260325;49567;2025-08-17;12;16;Fidèles réguliers (activité élevée, montant moyen);4
1260424;34948;2025-08-17;112;16;Fidèles réguliers (activité élevée, montant moyen);4
1260479;9971;2025-08-18;65;15;Petits mais actifs (faible montant, très actifs);12
1260564;44750;2025-07-25;4;39;Moyen montant / moyen activité / ancien;8
1260594;55318;2025-08-13;22;20;Fidèles réguliers (activité élevée, montant moyen);4
1260826;50704;2025-08-05;10;28;Fidèles réguliers (activité élevée, montant moyen);4
1261116;37000;2025-07-28;13;36;Moyen montant / élevé activité / ancien;11
1261154;47430;2025-08-05;8;28;Moyen montant / moyen activité / intermédiaire;9
1261276;35000;2025-07-19;2;45;Moyen montant / faible activité / ancien;5
1261801;28072;2025-08-17;38;16;Fidèles réguliers (activité élevée, montant moyen);4
1261881;125000;2025-07-28;2;36;Premium dormants (haut montant, peu actifs, anciens);13
1262082;17318;2025-07-31;12;33;Petits mais actifs (faible montant, très actifs);12
1262216;75384;2025-08-01;4;32;Élevé montant / moyen activité / intermédiaire;19
1262227;60000;2025-06-22;1;72;Moyen montant / faible activité / ancien;5
1262258;46843;2025-08-01;7;32;Moyen montant / moyen activité / intermédiaire;9
1262328;96610;2025-08-11;5;22;Élevé montant / moyen activité / récent;20
1262376;70929;2025-08-08;14;25;VIP (montant élevé, très actifs, récents);14
1262446;150000;2025-08-08;2;25;Élevé montant / faible activité / intermédiaire;16
1262640;42452;2025-08-18;30;15;Fidèles réguliers (activité élevée, montant moyen);4
1262810;14015;2025-07-13;2;51;À réactiver (petit montant, anciens);15
1262813;25250;2025-06-26;1;68;Moyen montant / faible activité / ancien;5
1262827;19092;2025-08-15;21;18;Petits mais actifs (faible montant, très actifs);12
1262892;21880;2025-07-25;2;39;À réactiver (petit montant, anciens);15
1262908;31201;2025-08-16;17;17;Fidèles réguliers (activité élevée, montant moyen);4
1262915;47500;2025-08-17;2;16;Moyen montant / faible activité / récent;7
1262984;33483;2025-06-25;3;69;Moyen montant / faible activité / ancien;5
1263052;13342;2025-08-17;5;16;Faible montant / moyen activité / récent;3
1263145;14376;2025-08-18;36;15;Petits mais actifs (faible montant, très actifs);12
1263328;11070;2025-08-18;6;15;Faible montant / moyen activité / récent;3
1263529;9000;2025-06-17;2;77;À réactiver (petit montant, anciens);15
1263571;1864;2025-08-13;51;20;Petits mais actifs (faible montant, très actifs);12
1263669;60300;2025-07-09;2;55;Moyen montant / faible activité / ancien;5
1263753;26500;2025-08-12;2;21;Moyen montant / faible activité / récent;7
1263796;26017;2025-08-09;29;24;Fidèles réguliers (activité élevée, montant moyen);4
1263807;6042;2025-08-10;15;23;Petits mais actifs (faible montant, très actifs);12
1263841;33667;2025-07-07;3;57;Moyen montant / faible activité / ancien;5
1263862;71023;2025-07-26;3;38;Premium dormants (haut montant, peu actifs, anciens);13
1263934;51378;2025-07-30;9;34;Moyen montant / moyen activité / ancien;8
1264119;7884;2025-08-18;33;15;Petits mais actifs (faible montant, très actifs);12
1264602;14085;2025-07-31;2;33;Faible montant / faible activité / intermédiaire;0
1264686;71100;2025-08-05;3;28;Élevé montant / faible activité / intermédiaire;16
1264911;18651;2025-08-16;7;17;Faible montant / moyen activité / récent;3
1264969;4713;2025-08-12;5;21;Faible montant / moyen activité / récent;3
1265064;46770;2025-08-10;43;23;Fidèles réguliers (activité élevée, montant moyen);4
1265361;56938;2025-08-18;17;15;Fidèles réguliers (activité élevée, montant moyen);4
1265367;76347;2025-08-01;7;32;Élevé montant / moyen activité / intermédiaire;19
1265374;38563;2025-08-05;11;28;Fidèles réguliers (activité élevée, montant moyen);4
1265379;80225;2025-08-01;4;32;Élevé montant / moyen activité / intermédiaire;19
1265409;3667;2025-08-16;15;17;Petits mais actifs (faible montant, très actifs);12
1265427;15000;2025-07-21;1;43;À réactiver (petit montant, anciens);15
1265606;19284;2025-08-17;57;16;Petits mais actifs (faible montant, très actifs);12
